id_komentar,produk_url,username,rating,ulasan,nama_produk,jumlah_kata,panjang_karakter,label_sentimen,ulasan_bersih,label_encoded
17034377211,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,s2r1n2h,1,Cocok untuk: kulit berminyak | Tekstur: sesuai | Efek: bagus,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,10,60,Negatif,cocok kulit minyak tekstur sesuai efek bagus,0
77830580889,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,1,"Beneran, semua skincare cocok cocokan, masa purging Salisilic acid normalnya 4-8 minggu sayangnya di aku udah hampir 4 bulanan gx membaik malah makin parah  jerawatnya, setelah aku stop malah membaik",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,30,199,Negatif,beneran semua skincare cocok cocok masa purging salisilic acid normal minggu sayang aku udah hampir bulan gx baik malah makin parah jerawat aku stop malah baik,0
57368943281,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,1,"Barang bagus no minus, uda repurchase kedua kali, tp krn pengiriman lama bgt, seminggu baru sampai jadi aku kasih bintang 1",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,21,123,Negatif,barang bagus no minus uda repurchase dua kali tp krn kirim lama bgt minggu baru jadi aku kasih bintang,0
94487138678,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,1,Tekstur: JLK | Penghapusan bruntusan: jlk | GA RISPEK GABISA NEGOSIASI GA PUNYA HATI NURANI,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,15,91,Negatif,tekstur jlk hapus bruntusan jlk ga rispek gabisa negosiasi ga punya hati nurani,0
56324914595,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,1,"yang nge live in produk nya judes bgt, padahal cuma nanya doang pertanyaan yg sama karna aku masih belum paham karna ada masalah konesi jaringan. tapi jawab nya judes bgt, padahal sesimpel di jawab wajar atau engga. evaluasi lagi ya ci karyawan live nya, jgn judes judes kalo jualan.",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,49,283,Negatif,nge live in produk nya judes bgt padahal cuma nanya doang tanya yg sama karna aku belum paham karna masalah konesi jaring jawab nya judes bgt padahal simpel jawab wajar engga evaluasi ci karyawan live nya jgn judes judes kalo jual,0
16431170692,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,,1,gabisa di cancel _-,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,4,19,Negatif,gabisa cancel,0
77830590241,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,1,"Semua skincare tergantung kulit masing"". Kalo cocok lanjutin aja, kalo gx cocok stop.",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,13,85,Negatif,semua skincare gantung kulit masing kalo cocok lanjutin aja kalo gx cocok stop,0
99086426368,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,amaliafariza,1,maaf kak aku review jelek. For the first time aku kasi produk bintang 1 karna ini beneran pertama kali nya nyoba produk yg udh 1bulan lebih purgingnya ga ilang-ilang. Bahkan muncul di area pipi dimana aku jarang jerawatan disitu:),FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,39,230,Negatif,maaf kak aku review jelek for the first time aku kasi produk bintang karna beneran pertama kali nya nyoba produk yg udh bulan lebih purgingnya ga ilang ilang bahkan muncul area pipi aku jarang jerawat situ,0
56081432823,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,c7jfww3pu3,1,"Respon Penjual: | Maaf atas kendalanya kak, jika ada pertanyaan boleh chat minbie ya. Makasih kak💖💖💖",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,16,100,Negatif,respon jual maaf atas kendala kak tanya chat minbie makasih kak hati sinar hati sinar hati sinar,0
91036488432,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,azkahanaya,1,Barang tidak saya terima dan tidak ada pengembalian dana,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,9,56,Negatif,barang tidak terima tidak kembali dana,0
81006184180,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,littleb1tcjh,1,Produk: Barang rusak | Sedih banget barangnya udah nyampe tapi ternyata kebuka kaya gini :( isinya udah tumpah kemana” karena tutupnya kebuka sendiri atau gimana (?) udah nyoba buat ditutup ulang tapi gabisa. Huhu rugi bgt padahal udah nunggu lama 😭,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,41,249,Negatif,produk barang rusak sedih banget barang udah nyampe nyata buka kaya gin isi udah tumpah tutup buka sendiri gimana udah nyoba buat tutup ulang gabisa huhu rugi bgt padahal udah nunggu lama wajah menang keras,0
28811809781,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,1,Respon Penjual: | Kak mohon maaf ada kendala apa ya kak?🥹💖 | Minbie siap membantu💖💖💖,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,15,84,Negatif,respon jual kak mohon maaf kendala apa kak wajah tahan air mata hati sinar minbie siap bantu hati sinar hati sinar hati sinar,0
16193189843,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,2,"Cocok untuk: jerawat | Tekstur: lengket | Efek: oke | Ni tolong deh sapa sih yg desain packaging nya, makin susah makenya, ga travel friendly juga, mending packaging yg lama ini mah, lagian udah tau tekstur serumnya kental malah dibikin gini, banyak yg terbuang klau pump nya udah ga nyampe, tolonglah forebie, kualitas serumnya dah oke bgt, tpi packaging nya ga banget, jdi males beli lagi klau gini mah",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,69,404,Negatif,cocok jerawat tekstur lengket efek oke ni deh sapa sih yg desain packaging nya makin susah makenya ga travel friendly mending packaging yg lama mah lagi udah tau tekstur serum kental malah bikin gin banyak yg buang klau pump nya udah ga nyampe tolong forebie kualitas serum dah oke bgt tpi packaging nya ga banget jdi males beli klau gin mah,0
15325829991,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,auliazahra030,2,Tekstur: kental | Cocok untuk: cocok di aku | Efek: bekas jerawat pudar dan cepat kempes | cocok buat kulit yang cepat tumbuh jerawat,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,24,133,Negatif,tekstur kental cocok cocok aku efek bekas jerawat pudar cepat kempes cocok buat kulit cepat tumbuh jerawat,0
35208081320,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,2,"Pertama kali beli di officialnya langsung ,maksdnya biar beli produknya yg asli  malah pengiriman sangat sangat sangat buruk.dari produk dikirim tgl 21/3/25 baru kekirim hari ini tgl 1/4/25.nunggu paket sampai 11 hari wowwww bngt deh.mudah’an cuma aku yg mengalami ini ya.",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,41,272,Negatif,pertama kali beli officialnya langsung maksdnya biar beli produk yg asli malah kirim sangat sangat sangat buruk produk kirim tgl baru kirim hari tgl nunggu paket hari wo bngt deh mudah an cuma aku yg alami,0
15275785137,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,hectorss1310ok,2,Tekstur: bagus | Cocok untuk: tidak cocok di saya makin parah makin merah | Efek: no efek makin parah iya,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,20,105,Negatif,tekstur bagus cocok tidak cocok makin parah makin merah efek no efek makin parah iya,0
40011410805,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,rahel_2345,2,"Tekstur: gel | Efek: dikulit ku ga cocok :( | pdhl udh berharap bgt sm produk ini, tpi gacocok dan malah memperparah jerawatku, makin banyak jerawat mendem malahan ni, pokonya di pipi di dagu makin banyak. Skincare emg hrs cocok²an🫠💔",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,40,233,Negatif,tekstur gel efek kulit ku ga cocok pdhl udh harap bgt sm produk tpi gacocok malah parah jerawat makin banyak jerawat mendem malah ni poko pipi dagu makin banyak skincare emg hrs cocok an wajah leleh patah hati,0
15125604731,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,faishanapasorn,2,"Ku pake malah makin jerawat, kirain purging jadi terusin ternyata bukan. Yang mau di hilangin cuman 1 malah bertambah dan malah jadi jerawat besar dan bikin muka makin kusam. Sayang banget😭",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,31,189,Negatif,ku pake malah makin jerawat kirain purging jadi terusin nyata bukan mau hilangin cuman malah tambah malah jadi jerawat besar bikin muka makin kusam sayang banget wajah menang keras,0
20684456647,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,2,"Cocok untuk: ya | Tekstur: ya | Efek: ya | Packaging barunya jelek PLIS ganti ke yg lama, yg ini ga bisa dibuka jd ada isinya dikit tp ga bisa diambil, padahal isinya masih ada",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,35,176,Negatif,cocok tekstur efek packaging baru jelek plis ganti yg lama yg ga buka jd isi dikit tp ga ambil padahal isi,0
25485050290,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,apisbilal,2,ga cocok bikin purging lama bgt kulit aku type oily,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,10,51,Negatif,ga cocok bikin purging lama bgt kulit aku type oily,0
16061370652,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,2,"Cocok untuk: tidak cocok | Tekstur: gel | Efek: tidak cocok jerawat yang tadinya satu setelah pakai jerawat yang tadi nya satu jadi nambah,jadi beruntusan",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,25,154,Negatif,cocok tidak cocok tekstur gel efek tidak cocok jerawat tadi satu pakai jerawat tadi nya satu jadi nambah jadi beruntus,0
33458888494,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,2,"jujurly cuma pake 1x pump doang, sisa nya aku pl😖 | so sorry forebie😭",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,14,69,Negatif,jujurly cuma pake x pump doang sisa nya aku pl wajah stres so sorry forebie wajah menang keras,0
87756701792,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,tukudivickycell,2,"Maaf banget ya Ci,pdhl ak bela2in CO moist serum 2pcs free travel size fwash.tp stelah datang bkn fwash malah toner,pdhl fwash travel ak butuh buat liburan Ci.percuma dong tonernya gk kepake gratisanya,karna ak gk cocok sm toner.ak cocoknya itu fwash,moist serum n micelar aja.jdi sedih kalo gini😭😭😭",FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,47,299,Negatif,maaf banget ci pdhl ak bela in co moist serum pcs free travel size fwash tp stelah datang bkn fwash malah toner pdhl fwash travel ak butuh buat libur ci percuma dong tonernya gk kepake gratisanya karna ak gk cocok sm toner ak cocok fwash moist serum n micelar aja jdi sedih kalo gin wajah menang keras wajah menang keras wajah menang keras,0
99206096774,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,2,Tekstur: berat tapi cepat meresap | Penghapusan bruntusan: awalnya membantu tetapi lama kelamaan efek samping nya muncul,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,17,120,Negatif,tekstur berat cepat resap hapus bruntusan awal bantu lama lama efek samping nya muncul,0
14927573897,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,ciicii9,2,Udah nunggu 1 bulan eh malah gak cocok,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,8,38,Negatif,udah nunggu bulan eh malah gak cocok,0
75339146743,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,Anonim,2,sebenarnya barangnya dateng dengan baik tp pengirimannya lama bgt,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,9,65,Negatif,benar barang dateng baik tp kirim lama bgt,0
95226502460,https://shopee.co.id/FOREBIE-FIGHT-ACNE-MOIST-SERUM-Pelembab-Serum-(2-in-1)-untuk-Wajah-Berjerawat-i.806035446.14392136622?extraParams=%7B%22display_model_id%22%3A410421524133%2C%22model_selection_logic%22%3A3%7D,aliyanisalutfia,2,PLSS GANTI PACKAGING,FOREBIE FIGHT ACNE MOIST SERUM Pelembab Serum (2 in 1) untuk Wajah Berjerawat,3,20,Negatif,plss ganti packaging,0
